word,is_error,textract_score,ner_score,pos_score,gibb_score,word_length,contains_nonalpha,dict_presence,closest_word,editdistance,jaccard_similarity,string_containment,char_intersection_count
acoplished,1,0.973109358,0,0,0.092370558,10,0,0,accomplished,0.166666667,0.909090909,1,10
speicel,1,0.793704731,0,0,0.049672325,7,0,0,special,0.428571429,0.857142857,1,6
ruch,1,0.971285619,0.876352906,0,0.047582121,4,0,0,rush,0.25,0.6,0.75,3
extreordenary,1,0.986690544,0,0,0.051068179,13,0,0,extraordinary,0.153846154,0.9,1,9
cemety,1,0.954849191,0,0,0.051930303,6,0,0,cemetery,0.25,0.833333333,1,5
annoynce,1,0.958741313,0,0,0.028386271,8,0,0,annoyance,0.111111111,1,1,6
tafic,1,0.957239965,0.526565492,0.444901913,0.037791719,5,0,0,traffic,0.285714286,0.833333333,1,5
steew,1,0.972063005,0,0,0.039710976,5,0,0,street,0.333333333,0.6,0.75,3
prearani,1,0.975596976,0.963235259,0.599164605,0.101088256,8,0,0,primary,0.625,0.5,0.666666667,4
concience,1,0.561282257,0.996125996,0,0.084422394,9,0,0,conscious,0.555555556,0.571428571,0.8,4
enthusian,1,0.967790711,0,0.389669657,0.077951307,9,0,0,enthusiasm,0.2,0.888888889,1,8
pesifiecally,1,0.986429358,0,0,0.070039444,12,0,0,specifically,0.25,1,1,9
wonrs,1,0.992777259,0,0,0.027241607,5,0,0,works,0.4,0.666666667,0.8,4
infite,1,0.954415339,0.687306643,0,0.073975259,6,0,0,infinite,0.25,1,1,5
drage,1,0.981676718,0.496822834,0,0.047922846,5,0,0,drag,0.2,0.8,1,4
commical,1,0.955813295,0,0,0.077863124,8,0,0,comical,0.125,1,1,6
penkley,1,0.982028089,0.863086224,0,0.040383494,7,0,0,pinnacle,0.625,0.444444444,0.666666667,4
transufere,1,0.971364756,0,0,0.063672896,10,0,0,transferred,0.272727273,0.777777778,0.875,7
curyocity,1,0.987640192,0,0,0.049042766,9,0,0,curiosity,0.222222222,0.875,1,7
melancholly,1,0.95936822,0,0,0.092289823,11,0,0,melancholy,0.090909091,1,1,9
reicpts,1,0.983138393,0,0,0.012219677,7,0,0,receipts,0.375,1,1,7
scrabled,1,0.987444503,0,0,0.054901056,8,0,0,scrambled,0.111111111,0.888888889,1,8
principuls,1,0.966195178,0,0,0.057245528,10,0,0,principles,0.2,0.777777778,0.875,7
afecsanly,1,0.974023284,0,0,0.028482291,9,0,0,affectionately,0.5,0.636363636,0.875,7
privelages,1,0.96718467,0,0,0.080602436,10,0,0,privileges,0.2,0.888888889,1,8
amunition,1,0.966343104,0,0,0.068953804,9,0,0,ammunition,0.1,1,1,7
beinth,1,0.982101703,0.860263824,0,0.126946976,6,0,0,beneath,0.428571429,0.714285714,0.833333333,5
intutively,1,0.972378802,0,0,0.087639216,10,0,0,intuitively,0.090909091,1,1,8
truthfull,1,0.982450453,0,0,0.037421681,9,0,0,truthful,0.111111111,1,1,6
reagion,1,0.956451642,0.93688333,0,0.071788517,7,0,0,region,0.142857143,0.857142857,1,6
auxilliary,1,0.968644905,0,0,0.033345974,10,0,0,auxiliary,0.1,1,1,7
intellectoul,1,0.989929477,0,0,0.093167684,12,0,0,intellectual,0.166666667,0.777777778,0.875,7
acordingly,1,0.991661322,0,0,0.083999674,10,0,0,accordingly,0.090909091,1,1,10
tradgady,1,0.986767111,0,0,0.028655547,8,0,0,tragedy,0.25,0.857142857,1,6
copatissy,1,0.983144494,0.597313285,0,0.063425273,9,0,0,capacity,0.444444444,0.75,1,6
corece,1,0.973700379,0.960439384,0,0.119175976,6,0,0,courses,0.571428571,0.666666667,1,4
Physology,1,0.983060496,0,0,0.019115218,9,0,0,psychology,0.3,0.875,1,7
inqure,1,0.974161099,0,0,0.099590226,6,0,0,enquire,0.285714286,1,1,6
cloded,1,0.97544497,0,0,0.058480769,6,0,0,glowed,0.333333333,0.571428571,0.8,4
determamed,1,0.970685365,0,0,0.078213056,10,0,0,determined,0.2,0.625,0.833333333,5
improvision,1,0.952610368,0,0,0.086133324,11,0,0,improvisation,0.153846154,0.8,1,8
tyranical,1,0.989232472,0,0,0.045062946,9,0,0,tyrannical,0.1,1,1,8
vacanseys,1,0.975294253,0.985112488,0,0.062166366,9,0,0,vacancies,0.333333333,0.75,0.857142857,6
maintance,1,0.955729917,0,0,0.103556098,9,0,0,maintenance,0.181818182,1,1,7
erists,1,0.980130643,0,0,0.087367532,6,0,0,exists,0.166666667,0.666666667,0.8,4
poliets,1,0.958417006,0,0,0.048981023,7,0,0,pilot's,0.571428571,0.75,0.857142857,6
unipiord,1,0.979449558,0.515135288,0,0.046205873,8,0,0,unemployed,0.5,0.454545455,0.714285714,5
hammerskjold,1,0.961465273,0,0,0.036911567,12,0,0,hammarskjold,0.083333333,0.909090909,1,10
rirme,1,0.966424254,0,0,0.065825833,5,0,0,refreshment,0.636363636,0.333333333,0.75,3
serplas,1,0.962350335,0,0,0.063357584,7,0,0,surplus,0.285714286,0.571428571,0.8,4
undoubtable,1,0.397426786,0,0,0.057098884,11,0,0,undoubtedly,0.272727273,0.8,0.888888889,8
serfest,1,0.968786843,0,0,0.063054407,7,0,0,surface,0.571428571,0.5,0.8,4
deloot,1,0.962993304,0.993104994,0,0.055060059,6,0,0,delivered,0.666666667,0.375,0.6,3
curtosies,1,0.952438829,0,0,0.059856074,9,0,0,courtesies,0.2,1,1,8
hippopotamous,1,0.977424536,0,0,0.057683038,13,0,0,hippopotamus,0.076923077,1,1,9
wamon,1,0.983307798,0.395385176,0.693521261,0.099456495,5,0,0,woman,0.4,1,1,5
aopin,1,0.95971526,0.522553623,0,0.018490186,5,0,0,alpine,0.333333333,0.571428571,0.8,4
saing,1,0.979290517,0.752107739,0,0.084603501,5,0,0,sank,0.4,0.5,0.75,3
costomly,1,0.97782117,0,0,0.051098497,8,0,0,customary,0.333333333,0.6,0.857142857,6
hartalon,1,0.970612191,0.647243381,0.482037961,0.084270335,8,0,0,suitable,0.75,0.25,0.428571429,3
expenidure,1,0.964248396,0,0,0.070364772,10,0,0,expenditure,0.181818182,0.888888889,1,8
garintry,1,0.964564179,0,0,0.080419957,8,0,0,guarantee,0.444444444,0.555555556,0.714285714,5
vistered,1,0.970946557,0,0,0.134221204,8,0,0,visited,0.375,0.857142857,1,6
mealanis,1,0.957528733,0,0,0.099627813,8,0,0,miscellaneous,0.538461538,0.7,1,7
criticiz,1,0.974217667,0,0,0.046738888,8,0,0,criticism,0.222222222,0.571428571,0.8,4
ecomnonics,1,0.969001442,0,0,0.034169929,10,0,0,economics,0.2,1,1,7
annouance,1,0.984661826,0,0.485487252,0.068774111,9,0,0,annoyance,0.111111111,0.714285714,0.833333333,5
metirly,1,0.957402238,0.852232158,0,0.050789769,7,0,0,materially,0.5,0.875,1,7
inacesible,1,0.965240614,0,0,0.072519457,10,0,0,inaccessible,0.166666667,1,1,8
senss,1,0.968925025,0,0,0.074100443,5,0,0,since,0.6,0.6,1,3
entertanment,1,0.957966173,0,0,0.071909311,12,0,0,entertainment,0.076923077,0.857142857,1,6
knoked,1,0.993591421,0,0,0.070251916,6,0,0,knocked,0.142857143,0.833333333,1,5
pheisition,1,0.971732208,0,0,0.081524445,10,0,0,physician,0.4,0.454545455,0.625,5
recomendations,1,0.955348213,0,0,0.09529648,14,0,0,recommendations,0.066666667,1,1,11
fiynalle,1,0.992497125,0,0,0.01417776,8,0,0,financial,0.666666667,0.625,0.833333333,5
acristra,1,0.973770778,0.792239428,0,0.064707835,8,0,0,orchestra,0.444444444,0.555555556,0.833333333,5
credudious,1,0.472815422,0,0,0.065449963,10,0,0,prejudice,0.5,0.6,0.75,6
predious,1,0.972586621,0.841305017,0.509965241,0.118541498,8,0,0,prejudice,0.555555556,0.6,0.75,6
tempreture,1,0.986432733,0,0,0.078083298,10,0,0,temperature,0.181818182,0.857142857,1,6
landry,1,0.986532543,0.935777605,0,0.082717048,6,0,0,laundry,0.142857143,0.857142857,1,6
sirge,1,0.955263958,0,0,0.044164424,5,0,0,surface,0.571428571,0.333333333,0.6,3
vinfihe,1,0.973409462,0,0.525176942,0.033252668,7,0,0,belief,0.857142857,0.375,0.6,3
Remistry,1,0.977816938,0,0,0.071181725,8,0,0,chemistry,0.222222222,0.777777778,1,7
athadavit,1,0.987262817,0.987799168,0,0.08818211,9,0,0,affidavit,0.333333333,0.714285714,0.833333333,5
elbowgrease,1,0.965348923,0,0,0.029135787,11,0,0,elbow-grease,0.083333333,0.9,1,9
angious,1,0.96541389,0.998283386,0.537289739,0.107380768,7,0,0,anxious,0.142857143,0.75,0.857142857,6
phemonuia,1,0.991400933,0.890241146,0.670848191,0.046990376,9,0,0,pneumonia,0.333333333,0.888888889,1,8
expendy,1,0.951440719,0,0,0.064948039,7,0,0,expenditure,0.454545455,0.5,0.833333333,5
cald,1,0.954566491,0.489274055,0,0.083549546,4,0,0,called,0.333333333,0.8,1,4
flodded,1,0.968868458,0,0,0.040522502,7,0,0,flooded,0.142857143,1,1,5
slhing,1,0.979203275,0,0,0.027414002,6,0,0,skilfully,0.777777778,0.3,0.5,3
intherouus,1,0.975801279,0,0,0.066899943,10,0,0,enthusiastic,0.75,0.636363636,0.777777778,7
incompetance,1,0.04491135,0,0,0.089469553,12,0,0,incompetence,0.083333333,0.888888889,1,8
rerle,1,0.96854192,0.987267315,0,0.085103447,5,0,0,really,0.5,0.6,1,3
nrste,1,0.978075903,0,0,0.026140235,5,0,0,noisy,0.8,0.25,0.4,2
literially,1,0.988340356,0,0,0.09109038,10,0,0,literally,0.1,1,1,7
enginer,1,0.991651799,0,0,0.111707036,7,0,0,engineer,0.125,1,1,5
manorandum,1,0.974838611,0.889617682,0,0.090176509,10,0,0,memorandum,0.2,0.875,1,7
ophoned,1,0.975574978,0,0,0.060404368,7,0,0,orphaned,0.25,0.75,1,6
lookes,1,0.97030647,0,0,0.059323686,6,0,0,looks,0.166666667,0.8,1,4
newmony,1,0.962576006,0.758001089,0.363456994,0.017336561,7,0,0,pneumonia,0.444444444,0.4,0.666666667,4
affactionate,1,0.972265175,0,0,0.062539959,12,0,0,affectionate,0.083333333,1,1,8
musersien,1,0.993243147,0,0,0.074204733,9,0,0,museum,0.555555556,0.571428571,1,4
apubed,1,0.97117643,0.810582876,0,0.056014313,6,0,0,absurd,0.666666667,0.5,0.666666667,4
apoler,1,0.951553774,0.477737874,0,0.074337557,6,0,0,apple,0.333333333,0.666666667,1,4
chataqua,1,0.961207108,0,0.800816357,0.037619147,8,0,0,Chautauqua,0.2,1,1,6
amader,1,0.95400816,0.956160903,0,0.08393965,6,0,0,another,0.571428571,0.333333333,0.6,3
scillfully,1,0.981450015,0,0,0.052760048,10,0,0,skilfully,0.2,0.75,0.857142857,6
instrumints,1,0.956971466,0,0,0.066993447,11,0,0,instruments,0.090909091,0.875,1,7
seeced,1,0.989221084,0,0,0.063935191,6,0,0,seized,0.333333333,0.5,0.75,3
persiging,1,0.964872315,0,0,0.089019288,9,0,0,precision,0.666666667,0.666666667,0.857142857,6
misclanious,1,0.964559861,0,0,0.075481737,11,0,0,miscellaneous,0.230769231,0.9,1,9
knawing,1,0.98269982,0,0,0.073613975,7,0,0,knowing,0.142857143,0.714285714,0.833333333,5
woot,1,0.963975156,0,0.499395341,0.047182495,4,0,0,what,0.5,0.4,0.666666667,2
disapont,1,0.985590716,0.942702413,0,0.079062021,8,0,0,disappoint,0.2,1,1,8
comparatably,1,0.987432875,0,0,0.081010446,12,0,0,comparatively,0.230769231,0.692307692,0.9,9
sceiful,1,0.982190816,0,0.419266373,0.035883336,7,0,0,skilfully,0.555555556,0.555555556,0.714285714,5
aproxcintly,1,0.984458173,0,0,0.050032498,11,0,0,approximately,0.384615385,0.692307692,0.818181818,9
speratral,1,0.957055653,0,0,0.0760335,9,0,0,spiritual,0.333333333,0.666666667,0.857142857,6
incensent,1,0.030409596,0.966170788,0,0.100348965,9,0,0,innocent,0.444444444,0.714285714,0.833333333,5
teloned,1,0.952567883,0,0,0.083314067,7,0,0,telephoned,0.3,0.75,1,6
annuled,1,0.986549173,0,0,0.053258067,7,0,0,annulled,0.125,1,1,6
immedentily,1,0.95993382,0,0,0.08214842,11,0,0,immediately,0.272727273,0.777777778,0.875,7
refrigurator,1,0.98233674,0,0,0.072967623,12,0,0,refrigerator,0.083333333,0.888888889,1,8
mignfsant,1,0.956610927,0.526756763,0,0.031431589,9,0,0,magnificent,0.454545455,0.7,0.875,7
anouance,1,0.927948438,0.777429998,0.502890527,0.091410707,8,0,0,annoyance,0.222222222,0.714285714,0.833333333,5
earge,1,0.978256083,0.483441472,0,0.053769801,5,0,0,urge,0.4,0.6,0.75,3
disapontment,1,0.9822782,0,0,0.066477271,12,0,0,disappointment,0.142857143,1,1,10
poames,1,0.981968944,0,0,0.052595311,6,0,0,poems,0.333333333,0.833333333,1,5
acquaintences,1,0.964995704,0,0,0.068118263,13,0,0,acquaintances,0.076923077,1,1,9
ciece,1,0.967539084,0,0,0.055717356,5,0,0,cease,0.6,0.4,0.666666667,2
facanationty,1,0.97354111,0,0,0.07657324,12,0,0,fascinating,0.416666667,0.6,0.75,6
surfise,1,0.951912497,0.779157817,0,0.057062716,7,0,0,surface,0.285714286,0.625,0.833333333,5
imagnation,1,0.95647021,0,0,0.063471311,10,0,0,imagination,0.090909091,1,1,7
gife,1,0.975656995,0.91066885,0,0.046350379,4,0,0,give,0.25,0.6,0.75,3
arrangnents,1,0.959627387,0,0,0.068773242,11,0,0,arrangements,0.166666667,0.875,1,7
worid,1,0.980363255,0.999418974,0,0.076634125,5,0,0,worried,0.285714286,0.833333333,1,5
fulosophy,1,0.983038386,0,0,0.033468088,9,0,0,philosophy,0.3,0.666666667,0.857142857,6
additon,1,0.968986306,0.65782249,0,0.066285054,7,0,0,addition,0.125,1,1,6
anthusenta,1,0.9623058,0.511963606,0.546416104,0.091562596,10,0,0,enthusiastic,0.5,0.777777778,1,7
lowas,1,0.969184803,0.576141655,0,0.092250457,5,0,0,always,0.5,0.666666667,0.8,4
exsort,1,0.974293994,0,0,0.0227946,6,0,0,expert,0.333333333,0.571428571,0.8,4
suppelement,1,0.977416558,0,0,0.075257302,11,0,0,supplement,0.090909091,1,1,8
buble,1,0.970301064,0.750166535,0,0.086496164,5,0,0,bubble,0.166666667,1,1,4
acomadate,1,0.988299799,0.38384226,0,0.077648876,9,0,0,accommodate,0.272727273,1,1,7
farenty,1,0.987909292,0.983328462,0,0.077496343,7,0,0,guarantee,0.555555556,0.555555556,0.714285714,5
pake,1,0.98178787,0,0,0.072964896,4,0,0,pack,0.5,0.6,0.75,3
mortigage,1,0.953642698,0,0,0.061494697,9,0,0,mortgage,0.111111111,0.875,1,7
usuable,1,0.978043572,0,0,0.061046941,7,0,0,visible,0.571428571,0.5,0.666666667,4
pictiresqu,1,0.952294313,0,0,0.065074623,10,0,0,picturesque,0.181818182,1,1,9
dissiapointmente,1,0.974721828,0,0,0.059746694,16,0,0,disappointment,0.25,1,1,10
inisials,1,0.971897167,0,0,0.061463517,8,0,0,initials,0.125,0.833333333,1,5
acquaitance,1,0.971444019,0,0,0.059280543,11,0,0,acquaintance,0.083333333,1,1,8
temporly,1,0.969293306,0.958447635,0,0.056843247,8,0,0,temporary,0.222222222,0.777777778,0.875,7
larnt,1,0.950149341,0,0,0.068019404,5,0,0,learnt,0.166666667,0.833333333,1,5
primerary,1,0.971987801,0,0,0.095433526,9,0,0,primary,0.222222222,0.857142857,1,6
recomendent,1,0.990206483,0,0,0.114549189,11,0,0,recommendations,0.4,0.727272727,1,8
tracksurt,1,0.990386159,0,0,0.049835002,9,0,0,tracksuit,0.111111111,0.875,1,7
unforgattable,1,0.956859838,0,0,0.054174761,13,0,0,unforgettable,0.076923077,1,1,11
sotistic,1,0.968469372,0.935510039,0,0.078925968,8,0,0,statistics,0.3,0.666666667,0.8,4
stomake,1,0.983350047,0.973745584,0,0.085638304,7,0,0,stomach,0.285714286,0.555555556,0.714285714,5
sofe,1,0.958331087,0,0,0.079587007,4,0,0,sure,0.5,0.333333333,0.5,2
adressed,1,0.988146679,0,0,0.076469982,8,0,0,addressed,0.111111111,1,1,5
skold,1,0.966784982,0,0,0.026733153,5,0,0,scold,0.2,0.666666667,0.8,4
cancilled,1,0.978478224,0,0,0.092736121,9,0,0,cancelled,0.111111111,0.857142857,1,6
shutched,1,0.186349163,0,0,0.053942158,8,0,0,searched,0.375,0.555555556,0.714285714,5
acknowlegdement,1,0.973500547,0,0,0.037759323,15,0,0,acknowledgement,0.133333333,1,1,12
curplas,1,0.989766979,0,0,0.053734743,7,0,0,surplus,0.285714286,0.714285714,1,5
stum,1,0.951750841,0,0,0.043154299,4,0,0,stomach,0.571428571,0.375,0.75,3
teahers,1,0.99277538,0,0,0.051754321,7,0,0,teachers,0.125,0.857142857,1,6
departent,1,0.973431098,0,0,0.07191155,9,0,0,department,0.1,0.875,1,7
communitcate,1,0.955413283,0,0,0.058257161,12,0,0,communicate,0.083333333,1,1,9
exebesion,1,0.967005269,0.966985285,0,0.048969741,9,0,0,exhibition,0.4,0.666666667,0.857142857,6
disaproval,1,0.964882175,0,0,0.067712464,10,0,0,disapproval,0.090909091,1,1,9
speasmens,1,0.962755594,0,0,0.060605591,9,0,0,specimens,0.222222222,0.625,0.833333333,5
indefnitly,1,0.971084071,0,0,0.037428546,10,0,0,indefinitely,0.166666667,1,1,8
sheap,1,0.952794234,0,0,0.070076169,5,0,0,shape,0.4,1,1,5
fundamentel,1,0.969554512,0,0,0.070700067,11,0,0,fundamental,0.090909091,1,1,9
orriginially,1,0.955668948,0,0,0.065836211,12,0,0,originally,0.166666667,1,1,8
uniminus,1,0.975216768,0,0,0.064557011,8,0,0,unanimous,0.444444444,0.714285714,1,5
durin,1,0.974839736,0,0,0.091279986,5,0,0,during,0.166666667,0.833333333,1,5
emnencilly,1,0.98642202,0,0,0.045479215,10,0,0,immensely,0.5,0.75,0.857142857,6
intillectual,1,0.969196139,0,0,0.071217179,12,0,0,intellectual,0.083333333,1,1,8
manualy,1,0.690043984,0,0,0.061327899,7,0,0,manually,0.125,1,1,6
bankrupsay,1,0.954183938,0,0,0.027389841,10,0,0,bankruptcy,0.2,0.727272727,0.888888889,8
refrigtor,1,0.98966844,0,0,0.05082914,9,0,0,refrigerator,0.25,0.875,1,7
hird,1,0.973647596,0.632520497,0,0.047621856,4,0,0,heard,0.4,0.5,0.75,3
correposding,1,0.960562066,0,0,0.053197059,12,0,0,corresponding,0.153846154,1,1,10
promonotory,1,0.985733794,0,0,0.084738062,11,0,0,promontory,0.090909091,1,1,7
prelemary,1,0.989017311,0,0,0.087470786,9,0,0,preliminary,0.272727273,0.777777778,1,7
defenetly,1,0.993364094,0,0,0.047652854,9,0,0,definitely,0.3,0.875,1,7
indefinete,1,0.991428213,0,0,0.08763545,10,0,0,indefinite,0.1,1,1,6
ackouledge,1,0.955129617,0.989027143,0,0.052774355,10,0,0,acknowledgement,0.4,0.615384615,0.888888889,8
unparolled,1,0.954496905,0,0,0.055691211,10,0,0,unparalleled,0.25,0.888888889,1,8
sitte,1,0.990788459,0,0,0.060204631,5,0,0,site,0.2,1,1,4
gardan,1,0.976287692,0,0.41256398,0.060788462,6,0,0,guardian,0.25,0.714285714,1,5
coeficient,1,0.986143034,0,0,0.045010065,10,0,0,coefficient,0.090909091,1,1,7
anxioutly,1,0.993142767,0,0,0.045537555,9,0,0,anxiety,0.333333333,0.6,0.857142857,6
doens,1,0.988377691,0.445137024,0,0.027848557,5,0,0,does,0.2,0.8,1,4
agenticies,1,0.958714929,0,0,0.066622477,10,0,0,agencies,0.2,0.875,1,7
bonw,1,0.95411491,0.687331438,0.523545802,0.024800037,4,0,0,down,0.75,0.6,0.75,3
pholosiphy,1,0.993873655,0,0,0.029772484,10,0,0,philosophy,0.2,1,1,7
recconds,1,0.980393357,0,0,0.079005068,8,0,0,reckon,0.375,0.625,0.833333333,5
employeies,1,0.964449134,0,0,0.036202845,10,0,0,employees,0.1,0.875,1,7
infilitrate,1,0.991597446,0,0,0.072422742,11,0,0,infiltrate,0.090909091,1,1,8
elmentrey,1,0.960287912,0.522658646,0,0.050138268,9,0,0,elementary,0.3,0.875,1,7
courtisce,1,0.975762839,0.586034,0,0.090766727,9,0,0,courtesy,0.333333333,0.777777778,0.875,7
poray,1,0.976242163,0,0,0.072395373,5,0,0,poetry,0.5,0.571428571,0.8,4
poearstar,1,0.987700276,0.737169981,0,0.051257965,9,0,0,opposite,0.777777778,0.625,0.833333333,5
autitorium,1,0.978279144,0,0,0.045671761,10,0,0,auditorium,0.1,0.875,1,7
ajurin,1,0.990504227,0.688816726,0.53070277,0.064133137,6,0,0,adjourned,0.555555556,0.555555556,0.833333333,5
counciled,1,0.989910665,0,0,0.090749628,9,0,0,cancelled,0.444444444,0.555555556,0.833333333,5
statisticks,1,0.983666211,0,0,0.080010188,11,0,0,statistics,0.090909091,0.833333333,1,5
renue,1,0.991209662,0,0,0.049852273,5,0,0,renew,0.4,0.6,0.75,3
hopless,1,0.966548287,0,0,0.069372644,7,0,0,hopeless,0.125,1,1,6
serfis,1,0.978370487,0,0,0.060844878,6,0,0,surface,0.571428571,0.5,0.8,4
slyed,1,0.958055006,0,0,0.045351067,5,0,0,slide,0.6,0.666666667,0.8,4
fruturnaly,1,0.966801333,0,0,0.054024302,10,0,0,fraternally,0.272727273,0.777777778,0.875,7
ordinarley,1,0.977396454,0.380300462,0,0.05335687,10,0,0,ordinarily,0.2,0.888888889,1,8
perjudice,1,0.950003348,0,0,0.040596281,9,0,0,prejudice,0.222222222,1,1,8
suptermatian,1,0.970083686,0,0,0.071257422,12,0,0,subterranean,0.333333333,0.636363636,0.875,7
serpless,1,0.972010027,0,0,0.065782401,8,0,0,surplus,0.375,0.666666667,0.8,4
serface,1,0.974315192,0,0,0.056722029,7,0,0,surface,0.142857143,0.857142857,1,6
appertentaly,1,0.953728642,0,0,0.074142597,12,0,0,apparently,0.25,1,1,8
evencial,1,0.991196374,0.336349905,0,0.063886415,8,0,0,eventually,0.4,0.5,0.714285714,5
paraphenalia,1,0.984243004,0,0,0.068687366,12,0,0,paraphernalia,0.076923077,1,1,8
orchreh,1,0.973756541,0.990421891,0,0.031534515,7,0,0,orchestra,0.555555556,0.625,1,5
espisely,1,0.952582794,0.903766394,0,0.066179858,8,0,0,especially,0.4,0.75,1,6
tath,1,0.988222361,0,0,0.125780755,4,0,0,that,0.5,1,1,3
intrest,1,0.975917778,0,0,0.112729596,7,0,0,interest,0.125,1,1,6
extroordeny,1,0.97791604,0,0,0.047818935,11,0,0,extraordinary,0.307692308,0.8,1,8
wisper,1,0.979732276,0,0,0.102793458,6,0,0,whisper,0.142857143,0.857142857,1,6
satifortary,1,0.978337373,0,0,0.064208514,11,0,0,satisfactorily,0.428571429,0.8,1,8
estimed,1,0.950337582,0,0,0.097732423,7,0,0,esteemed,0.25,0.833333333,1,5
joose,1,0.983466293,0.692143083,0,0.076319846,5,0,0,juice,0.6,0.285714286,0.5,2
esplerl,1,0.454317342,0.794503033,0,0.056977035,7,0,0,especially,0.6,0.444444444,0.8,4
whitch,1,0.975245893,0,0.309123963,0.067071644,6,0,0,which,0.166666667,0.8,1,4
alumnium,1,0.874795561,0,0,0.016710541,8,0,0,alumni,0.25,1,1,6
sutle,1,0.982512514,0,0,0.05751367,5,0,0,certainly,0.777777778,0.272727273,0.6,3
espeasully,1,0.989898457,0,0,0.073773355,10,0,0,especially,0.3,0.666666667,0.857142857,6
mucknesit,1,0.95718349,0,0,0.061555758,9,0,0,magnificent,0.727272727,0.5,0.666666667,6
seak,1,0.958475098,0,0,0.038549681,4,0,0,seek,0.25,0.75,1,3
initionation,1,0.97246862,0,0,0.097039357,12,0,0,initiation,0.166666667,1,1,5
prediguest,1,0.982476876,0,0,0.076145824,10,0,0,prejudice,0.6,0.545454545,0.75,6
undoubtly,1,0.981882563,0,0,0.047619457,9,0,0,undoubtedly,0.181818182,0.888888889,1,8
inteluctial,1,0.331059603,0,0,0.064640724,11,0,0,intellectual,0.25,1,1,8
pooting,1,0.955941947,0,0,0.088572814,7,0,0,pointing,0.25,1,1,6
consicient,1,0.97390131,0,0,0.080004629,10,0,0,conscience,0.3,0.857142857,1,6
alatetude,1,0.997452067,0.658112228,0,0.058753187,9,0,0,altitude,0.222222222,0.857142857,1,6
noat,1,0.98653294,0,0,0.036805371,4,0,0,note,0.5,0.6,0.75,3
flys,1,0.980420817,0,0,0.046360996,4,0,0,flies,0.4,0.5,0.75,3
exsopricks,1,0.955126333,0.917031884,0,0.032883684,10,0,0,experts,0.6,0.5,0.833333333,5
choud,1,0.971412776,0,0,0.068874141,5,0,0,should,0.333333333,0.571428571,0.8,4
oring,1,0.975425843,0,0,0.136860645,5,0,0,originally,0.6,0.625,1,5
watter,1,0.974949565,0.718542814,0,0.092933246,6,0,0,water,0.166666667,1,1,5
fundementle,1,0.985540184,0,0,0.079880149,11,0,0,fundamental,0.272727273,0.888888889,1,8
entheshestrem,1,0.953178874,0,0,0.115334808,13,0,0,enthusiasm,0.461538462,0.6,0.857142857,6
anoying,1,0.963035985,0,0,0.056707961,7,0,0,annoying,0.125,1,1,6
snumik,1,0.788761473,0,0,0.011669305,6,0,0,stomach,0.714285714,0.181818182,0.333333333,2
rlef,1,0.984272889,0,0,0.025442349,4,0,0,relief,0.333333333,0.8,1,4
sitit,1,0.972730015,0,0,0.096754015,5,0,0,sight,0.4,0.6,1,3
postphone,1,0.962767011,0,0,0.037298786,9,0,0,postpone,0.111111111,0.857142857,1,6
cabbin,1,0.957901069,0,0,0.042207994,6,0,0,cabin,0.166666667,1,1,5
tyhat,1,0.960263117,0,0,0.020580233,5,0,0,that,0.2,0.75,1,3
sorrority,1,0.966135487,0,0,0.064488585,9,0,0,sorority,0.111111111,1,1,6
inthuseaasmn,1,0.964550313,0,0,0.032151022,12,0,0,enthusiasm,0.333333333,1,1,9
refrigtator,1,0.956429666,0,0,0.055316104,11,0,0,refrigerator,0.166666667,1,1,8
chirtins,1,0.974494316,0,0,0.084737174,8,0,0,curtains,0.375,0.666666667,0.857142857,6
priveledges,1,0.953969742,0,0,0.07399591,11,0,0,privileges,0.181818182,0.888888889,1,8
temperiture,1,0.975739809,0,0,0.089069644,11,0,0,temperature,0.090909091,0.75,0.857142857,6
persee,1,0.974845652,0.50437218,0,0.082145633,6,0,0,precision,0.666666667,0.5,1,4
orcristra,1,0.993913426,0,0,0.060571353,9,0,0,orchestra,0.222222222,0.666666667,0.857142857,6
emision,1,0.982994229,0,0.611305356,0.076226464,7,0,0,emission,0.125,1,1,6
guarentied,1,0.979691802,0,0,0.073358529,10,0,0,guaranteed,0.2,0.888888889,1,8
zelous,1,0.963649148,0.837956071,0,0.112075112,6,0,0,zealous,0.142857143,0.857142857,1,6
scycolgy,1,0.981923551,0,0,0.010371686,8,0,0,psychology,0.4,0.75,1,6
disaggreaget,1,0.98356501,0,0,0.049328433,12,0,0,disaggregate,0.25,1,1,8
norty,1,0.950003587,0,0,0.044126621,5,0,0,naughty,0.571428571,0.333333333,0.6,3
dangores,1,0.964949643,0.57774657,0,0.096860441,8,0,0,dangerous,0.333333333,0.888888889,1,8
enconfence,1,0.962121647,0,0,0.074830863,10,0,0,inconvenience,0.384615385,0.571428571,0.8,4
rwit,1,0.953993285,0,0,0.034113986,4,0,0,removed,0.857142857,0.111111111,0.25,1
reposable,1,0.991173215,0,0,0.06080362,9,0,0,responsible,0.272727273,0.7,0.875,7
medicen,1,0.981107227,0,0,0.111730705,7,0,0,medicine,0.25,1,1,6
enjoed,1,0.992402597,0,0,0.026887579,6,0,0,enjoyed,0.142857143,0.833333333,1,5
cherped,1,0.97466095,0,0,0.094126195,7,0,0,chirped,0.142857143,0.857142857,1,6
